objectID,x,y,people_total,avg,CI_low,CI_UP,county_level,smoker
2111,-73.456962,44.682447,783,0.52,52%,53%,36019,409
2112,-119.349286,36.206883,790,0.08,8%,8%,6107,62
2113,-119.028294,36.073383,391,0.04,4%,4%,6107,16
2114,-79.738857,33.86081,0,0,0%,0%,45041,0
2115,-122.425281,37.766181,98,0.52,51%,53%,6075,51
2116,-118.377521,34.085995,292,0.22,21%,22%,6037,63
2117,-122.218784,37.800833,33,0.02,1%,3%,6001,1
2118,-83.057343,42.426178,509,0.7,70%,71%,26163,357
2119,-122.357109,37.939789,0,0,0%,0%,6013,0
2120,-121.946063,38.022775,53,0.6,58%,62%,6013,32
2121,-81.786205,41.434658,1257,0.6,60%,60%,39035,753
2122,-84.498853,39.151719,625,0.61,61%,62%,39061,382
2123,-84.580836,39.106587,205,0.56,55%,57%,39061,116
2124,-84.526647,39.111324,115,0.59,58%,61%,39061,68
2125,-96.783201,32.805409,1043,0.62,61%,62%,48113,646
2126,-96.141847,34.37003,203,0.33,32%,34%,40005,66
2127,-122.704127,45.475445,210,0.5,48%,51%,41051,104
2128,-74.305002,44.850793,237,0.28,28%,29%,36033,67
2129,-97.503269,25.903115,149,0.01,1%,1%,48061,2
2130,-97.367736,27.696232,678,0.25,25%,26%,48355,171
2131,-87.524763,33.899158,165,0.5,49%,51%,1127,83
2132,-95.462897,39.338713,27,0.27,24%,29%,20087,7
2133,-85.818898,38.246556,17,0.45,42%,49%,21111,8
2134,-93.965302,44.319325,65,0.13,12%,14%,27103,8
2135,-73.790498,40.918516,33,0.19,18%,21%,36119,6
2136,-95.37984,29.760531,751,0.45,44%,45%,48201,337
2137,-95.357852,29.7914,305,0.3,29%,31%,48201,91
2138,-95.339284,29.769778,770,0.63,63%,63%,48201,485
2139,-92.65503,30.817736,264,0.7,70%,71%,22003,186
2140,-82.713393,37.664377,305,0.7,70%,71%,21071,215
2141,-75.164962,39.96583,82,0.18,16%,19%,42101,14
2142,-75.658536,41.410253,252,0.49,48%,50%,42069,123
2143,-75.488141,40.596266,160,0.23,22%,24%,42077,37
2144,-79.905905,40.409042,69,0.26,24%,27%,42003,18
2144,-79.905905,40.409042,69,0.26,24%,27%,42003,18
2146,-79.932852,40.406749,101,0.53,52%,55%,42003,54
2147,-96.860955,32.787163,2297,0.57,57%,57%,48113,1305
2148,-96.783107,33.005762,372,0.52,51%,52%,48085,192
2149,-99.498932,27.517221,686,0.08,8%,9%,48479,58
2150,-80.698046,40.114561,175,0.42,41%,43%,54069,74
2151,-80.72605,40.083051,43,0.55,54%,57%,54069,24
2152,-81.178341,37.896603,255,0.57,57%,58%,54019,146
2153,-109.217575,41.584802,245,0.43,42%,43%,56037,104
2154,-84.503856,39.077727,0,0,0%,0%,21117,0
2155,-87.586413,37.827199,504,0.53,52%,53%,21101,265
2156,-100.860498,39.130249,66,0.46,45%,48%,20109,31
2157,-96.941242,38.679409,36,0.3,28%,32%,20041,11
2158,-98.205994,39.79068,31,0.13,11%,14%,20089,4
2159,-85.777718,38.250074,0,0,0%,0%,21111,0
2160,-74.20633,39.946799,150,0.38,37%,39%,34029,57
2161,-75.469333,39.728505,286,0.25,24%,25%,34033,70
2162,-98.504465,29.44622,248,0.3,29%,31%,48029,74
2163,-98.541058,29.409823,601,0.26,26%,27%,48029,157
2164,-87.621555,34.231742,221,0.51,50%,52%,1133,112
2165,-84.299072,33.771853,80,0.01,1%,1%,13089,1
2166,-84.155979,31.58014,306,0.58,58%,59%,13095,178
2167,-84.201453,31.567319,463,0.55,54%,55%,13095,253
2168,-97.601425,35.524204,217,0.58,57%,59%,40109,126
2169,-94.875527,36.877823,320,0.49,48%,50%,40115,158
2170,-79.939901,40.471329,73,0.44,42%,45%,42003,32
2171,-75.237155,39.969632,31,0.35,33%,37%,42101,11
2172,-90.827594,29.787697,672,0.51,50%,51%,22057,342
2173,-91.826127,30.21112,21,0.5,47%,53%,22099,10
2174,-91.168627,32.806868,373,0.69,69%,70%,22035,258
2175,-93.415109,32.815971,39,0.39,37%,41%,22119,15
2176,-92.668927,31.382417,447,0.66,65%,67%,22079,296
2177,-77.446679,37.516341,0,0,0%,0%,51760,0
2178,-87.715138,41.889073,156,0.03,3%,4%,17031,5
2179,-97.28074,40.653514,31,0.14,12%,16%,31151,4
2180,-99.540123,42.58309,24,0.25,23%,28%,31149,6
2181,-96.72501,42.282445,31,0.31,29%,34%,31043,10
2182,-95.594451,40.065743,118,0.26,25%,27%,31147,31
2183,-84.598223,37.099663,481,0.64,64%,65%,21199,310
2184,-84.500929,39.088774,345,0.79,78%,79%,21037,271
2185,-88.087165,37.09276,164,0.43,41%,44%,21143,70
2186,-85.960735,37.130463,129,0.69,68%,70%,21009,89
2187,-82.835832,37.122499,209,0.57,56%,58%,21133,120
2188,-85.33756,37.341951,294,0.67,66%,68%,21217,197
2189,-95.780502,34.929921,65,0.24,22%,25%,40121,15
2190,-81.453974,30.659781,133,0.64,63%,66%,12089,85
2191,-82.344044,30.015835,260,0.64,63%,65%,12125,167
2192,-82.690857,27.828177,134,0.51,50%,52%,12103,68
2193,-80.234815,26.040265,220,0.06,6%,7%,12011,13
2194,-82.006091,33.453606,444,0.71,70%,71%,13245,313
2195,-73.925917,40.679268,1821,0.12,11%,12%,36047,211
2196,-84.511575,39.054045,522,0.66,65%,66%,21117,343
2197,-84.511359,39.068903,0,0,0%,0%,21117,0
2198,-73.944995,42.808916,438,0.32,31%,32%,36093,139
2199,-78.84831,42.826322,306,0.18,18%,19%,36029,56
2200,-84.122044,36.380407,653,0.61,61%,62%,47013,400
2201,-84.147775,36.215973,499,0.61,60%,61%,47001,304
2202,-89.485061,36.261596,313,0.62,62%,63%,47095,195
2203,-86.798841,35.452261,473,0.47,47%,48%,47117,224
2204,-100.155381,40.938292,132,0.26,25%,27%,31047,35
2205,-71.443696,42.985111,201,0.53,52%,54%,33011,107
2206,-71.18393,44.469746,58,0.41,39%,43%,33007,24
2207,-120.715215,37.382051,412,0.08,8%,9%,6047,34
2208,-121.263597,37.926594,0,0,0%,0%,6077,0
2209,-121.014799,37.314945,247,0.07,6%,7%,6099,16
2210,-119.170581,34.154871,342,0.04,3%,4%,6111,12
2211,-92.505908,30.028816,46,0.49,48%,51%,22113,23
2212,-84.860132,37.76293,306,0.49,48%,50%,21167,150
2213,-82.619919,38.461686,269,0.66,65%,67%,21019,178
2214,-122.656418,45.53594,119,0.78,77%,79%,41051,93
2215,-74.20242,40.718722,731,0.39,38%,39%,34013,284
2216,-78.437327,41.019145,361,0.29,29%,30%,42033,106
2217,-79.67814,41.445572,65,0.62,60%,64%,42121,40
2218,-77.056686,40.789309,96,0.45,44%,47%,42109,43
2219,-71.404584,41.8785,475,0.25,24%,25%,44007,118
2220,-73.946943,40.79566,1474,0.06,6%,6%,36061,88
2221,-73.942094,40.832448,2258,0.06,6%,6%,36061,130
2222,-88.135588,40.314104,21,0.41,39%,44%,17019,9
2223,-90.479679,41.502692,730,0.37,37%,38%,17161,273
2224,-83.968385,37.715237,270,0.57,56%,58%,21065,155
2225,-87.886293,37.115371,209,0.58,57%,59%,21033,121
2226,-84.837335,38.531681,55,0.68,66%,70%,21187,38
2227,-85.844511,31.306033,310,0.52,51%,52%,1031,160
2228,-88.30104,32.485129,206,0.66,65%,67%,1119,136
2229,-91.390199,31.558521,531,0.69,68%,69%,28001,366
2230,-91.394708,31.55703,86,0.45,44%,47%,28001,39
2231,-77.937526,34.222697,0,0,0%,0%,37129,0
2232,-80.725305,35.302593,226,0.72,71%,73%,37119,162
2233,-80.754773,35.152857,54,0.54,52%,56%,37119,29
2234,-79.384854,40.314966,82,0.53,51%,54%,42129,43
2235,-92.077691,30.521588,477,0.44,44%,45%,22097,211
2236,-92.607168,30.481704,61,0.57,55%,59%,22039,35
2237,-92.059462,30.980895,121,0.65,64%,66%,22009,78
2238,-100.9164,29.371134,336,0.08,7%,8%,48465,26
2239,-74.816989,38.989925,248,0.29,28%,30%,34009,72
2240,-119.87408,39.657261,180,0.54,53%,55%,32031,96
2241,-78.855774,42.88626,0,0,0%,0%,36029,0
2242,-78.854988,42.886664,130,0.29,28%,30%,36029,38
2243,-71.31201,41.513802,48,0.2,18%,22%,44005,10
2244,-71.35987,41.824101,104,0.25,24%,26%,44007,26
2245,-92.488362,31.315384,115,0.64,63%,66%,22079,74
2246,-92.480367,31.316505,190,0.64,63%,65%,22079,122
2247,-92.3587,30.209645,484,0.68,67%,68%,22001,328
2248,-83.836696,43.588377,101,0.65,64%,66%,26017,65
2249,-82.805173,42.738613,185,0.67,66%,68%,26099,124
2250,-93.291837,44.986165,3292,0.31,30%,31%,27053,1007
2251,-90.037086,29.939509,54,0.51,49%,53%,22071,28
2252,-91.185129,30.430785,514,0.65,64%,65%,22033,332
2253,-85.047403,34.00806,159,0.79,78%,80%,13233,126
2254,-116.202589,43.575101,0,0,0%,0%,16001,0
2255,-87.721197,41.964502,916,0.32,31%,32%,17031,291
2256,-87.659906,41.987636,150,0.01,1%,2%,17031,2
2257,-87.648372,41.920863,323,0.02,2%,3%,17031,7
2258,-87.60209,41.821766,273,0.06,6%,7%,17031,17
2259,-80.503659,41.221974,299,0.72,72%,73%,42085,217
2260,-80.289792,40.857525,243,0.43,42%,44%,42073,104
2261,-75.220328,39.964338,56,0.31,28%,33%,42101,17
2262,-75.206995,39.964314,164,0.03,3%,4%,42101,6
2263,-112.173254,33.531443,401,0.43,42%,43%,4013,171
2264,-110.97485,32.20766,507,0.25,25%,26%,4019,128
2265,-89.893924,35.919912,447,0.38,37%,38%,5093,169
2266,-93.561315,36.370713,128,0.62,61%,63%,5015,79
2267,-73.997423,40.708873,4190,0.03,3%,3%,36061,119
2268,-73.749493,40.610589,1475,0.16,15%,16%,36081,230
2269,-82.383819,38.429376,222,0.62,62%,63%,54011,139
2270,-117.641361,34.108549,277,0.16,15%,16%,6071,44
2271,-122.464464,37.6851,112,0.13,12%,14%,6081,15
2272,-121.016579,37.61346,604,0.15,14%,15%,6099,90
2273,-119.199471,34.149223,164,0.16,15%,16%,6111,26
2274,-121.640725,36.694078,0,0,0%,0%,6053,0
2275,-93.247508,44.967408,920,0.36,35%,36%,27053,329
2276,-91.6224,44.038664,110,0.54,53%,55%,27169,59
2277,-86.612626,34.735516,516,0.7,69%,70%,1089,359
2278,-86.646964,34.745261,0,0,0%,0%,1089,0
2279,-87.6008,41.819473,117,0.27,26%,28%,17031,31
2280,-73.017201,41.562028,678,0.43,43%,44%,9009,293
2281,-93.279931,44.947007,1058,0.28,28%,29%,27053,298
2282,-94.949386,45.741407,43,0.15,13%,17%,27145,6
2283,-94.153446,45.56493,137,0.46,45%,48%,27009,64
2284,-93.535153,47.23925,91,0.22,21%,23%,27061,20
2285,-92.844329,45.39069,27,0.29,26%,31%,27025,8
2286,-93.047065,34.512615,723,0.74,74%,75%,5051,537
2287,-90.043148,35.568465,135,0.49,47%,50%,5093,66
2288,-84.505683,39.080116,60,0.53,51%,55%,21117,32
2289,-84.481365,38.063525,64,0.73,71%,75%,21067,47
2290,-84.485515,37.984975,213,0.67,66%,67%,21067,142
2291,-84.769534,37.635501,223,0.62,61%,63%,21021,138
2292,-83.748534,36.615636,199,0.64,63%,65%,21013,127
2293,-70.877985,43.195563,203,0.06,6%,7%,33017,12
2294,-94.719142,32.971178,157,0.5,49%,51%,48343,78
2295,-91.193925,35.258989,43,0.43,41%,44%,5147,18
2296,-111.618014,35.205898,500,0.63,62%,63%,4005,313
2297,-98.562233,29.517983,441,0.32,31%,32%,48029,140
2298,-97.4153,27.780899,329,0.27,26%,27%,48355,87
2299,-94.079447,33.426556,193,0.69,68%,70%,48037,132
2300,-84.45012,38.080991,436,0.45,44%,46%,21067,197
2301,-122.22258,48.504062,71,0.69,68%,70%,53057,49
2302,-87.94644,43.022495,97,0.26,25%,27%,55079,25
2303,-68.645057,44.932169,165,0.34,34%,35%,23019,57
2304,-83.045253,42.411196,86,0.65,64%,66%,26163,56
2305,-88.324259,37.981549,169,0.49,48%,50%,17193,82
2306,-89.140799,42.266867,0,0,0%,0%,17201,0
2307,-90.339677,40.941778,612,0.65,64%,65%,17095,395
2308,-94.139104,30.12313,60,0.43,42%,45%,48245,26
2309,-85.638446,42.937142,176,0.93,93%,94%,26081,164
2310,-83.246874,42.066961,91,0.37,36%,39%,26163,34
2311,-85.217972,42.926336,107,0.41,40%,43%,26067,44
2312,-81.920609,33.783823,355,0.73,72%,73%,45037,258
2313,-80.7094,32.214274,318,0.51,50%,52%,45013,163
2314,-79.7803,34.209789,123,0.68,66%,69%,45041,83
2315,-71.039864,42.367574,37,0.19,17%,21%,25025,7
2316,-72.609469,42.141415,410,0.31,31%,32%,25013,128
2317,-84.408638,33.746828,218,0.59,58%,60%,13121,128
2318,-84.41948,33.744445,164,0.52,51%,53%,13121,86
2319,-97.709468,30.271138,845,0.42,42%,43%,48453,359
2320,-97.774881,30.248321,370,0.47,46%,47%,48453,173
2321,-97.379533,32.716971,93,0.46,45%,47%,48439,43
2322,-95.260055,29.864114,407,0.62,61%,63%,48201,251
2323,-97.488336,25.905416,643,0.09,9%,9%,48061,59
2324,-98.001384,26.177996,238,0.01,1%,1%,48215,3
2325,-111.885618,40.727435,155,0.21,20%,22%,49035,32
2326,-111.136628,39.092263,19,0.6,56%,63%,49015,11
2327,-119.256507,35.760067,94,0.11,10%,11%,6029,10
2328,-122.369252,37.956587,50,0.53,51%,55%,6013,27
2329,-79.892538,40.860382,235,0.32,32%,33%,42019,76
2330,-81.629685,32.743111,174,0.63,62%,64%,13251,110
2331,-84.517008,32.323557,189,0.59,58%,60%,13197,111
2331,-84.517008,32.323557,189,0.59,58%,60%,13197,111
2333,-97.116367,44.899629,144,0.32,31%,33%,46029,46
2334,-83.895018,35.977136,370,0.71,70%,71%,47093,262
2335,-85.301534,35.074864,52,0.48,46%,50%,47065,25
2336,-88.82961,35.614989,59,0.92,91%,93%,47113,54
2337,-84.472026,35.599657,321,0.48,47%,48%,47123,153
2338,-84.721831,31.442245,70,0.58,56%,59%,13037,40
2339,-91.237411,43.836784,583,0.5,49%,50%,55063,291
2340,-87.956539,44.152303,26,0.01,1%,2%,55071,0
2341,-88.275455,44.271755,69,0.41,39%,42%,55087,28
2342,-89.039491,42.50664,0,0,0%,0%,55105,0
2343,-89.846829,44.37823,294,0.14,13%,14%,55141,40
2344,-88.456785,44.201037,277,0.49,48%,50%,55139,135
2345,-78.658646,34.481297,137,0.7,69%,72%,37017,96
2346,-77.657565,36.178432,131,0.56,54%,57%,37083,73
2347,-79.76502,36.142388,158,0.74,73%,75%,37081,118
2348,-80.229944,36.104104,201,0.81,80%,82%,37067,163
2349,-91.439824,35.699752,37,0.35,33%,38%,5063,13
2350,-94.261916,35.208715,72,0.63,62%,65%,5131,45
2351,-118.412451,33.991541,1846,0.12,11%,12%,6037,215
2352,-84.281007,37.746972,256,0.65,64%,66%,21151,167
2353,-83.899851,32.551035,246,0.68,68%,69%,13225,168
2354,-84.799057,31.772408,326,0.59,59%,60%,13243,194
2354,-84.799057,31.772408,326,0.59,59%,60%,13243,194
2356,-85.969199,32.938576,469,0.59,58%,59%,1123,276
2357,-85.978476,31.802274,197,0.56,55%,57%,1109,110
2358,-81.98348,33.474134,235,0.32,32%,33%,13245,76
2359,-81.134627,31.99562,377,0.42,41%,42%,13051,158
2360,-81.078307,32.065958,266,0.48,47%,49%,13051,128
2361,-77.570579,43.169471,64,0.21,20%,22%,36055,13
2362,-73.670524,40.588768,288,0.02,2%,2%,36059,6
2363,-74.564575,41.705403,106,0.05,5%,6%,36105,5
2364,-73.776665,40.912184,274,0.1,9%,10%,36119,27
2365,-75.65397,43.094353,212,0.56,55%,57%,36053,118
2366,-85.23669,43.097786,194,0.18,18%,19%,26067,36
2367,-83.758206,42.280786,0,0,0%,0%,26161,0
2368,-87.995729,43.118293,775,0.46,46%,47%,55079,360
2369,-103.634718,48.161482,256,0.48,47%,49%,38105,123
2370,-101.784392,47.282557,57,0.22,20%,24%,38057,13
2371,-99.254961,48.07124,20,0.36,34%,39%,38005,7
2372,-96.78937,40.85661,541,0.36,36%,37%,31109,197
2373,-98.054171,40.517737,39,0.5,48%,52%,31035,19
2374,-77.434347,37.552505,565,0.26,25%,26%,51760,146
2375,-79.452846,36.586007,54,0.7,68%,72%,51590,38
2376,-88.732867,37.149096,410,0.42,41%,42%,17127,170
2377,-88.263177,37.796363,164,0.33,32%,34%,17059,53
2378,-83.445645,38.178986,379,0.55,55%,56%,21205,210
2379,-88.633116,36.751357,462,0.59,59%,60%,21083,275
2380,-80.746935,39.916093,434,0.43,42%,44%,54051,186
2381,-86.851357,33.469653,0,0,0%,0%,1073,0
2382,-87.921662,42.144597,147,0.34,33%,35%,17031,50
2383,-99.182532,33.180085,52,0.44,42%,46%,48447,23
2384,-99.757885,32.455098,613,0.35,35%,36%,48441,215
2385,-95.86933,32.932182,25,0.52,49%,55%,48379,13
2386,-83.35214,33.956663,558,0.76,76%,77%,13059,427
2387,-92.260746,34.771676,476,0.63,62%,63%,5119,299
2388,-80.876707,35.206207,870,0.66,66%,67%,37119,578
2389,-80.86166,35.253913,88,0.5,49%,52%,37119,44
2390,-80.848399,35.164538,44,0.48,46%,50%,37119,21
2391,-80.920086,35.209192,58,0.52,50%,54%,37119,30
2392,-78.870208,35.04446,85,0.64,63%,65%,37051,55
2393,-95.373857,40.759275,80,0.35,33%,36%,19145,28
2394,-95.852761,41.256677,217,0.62,61%,63%,19155,134
2395,-93.88356,42.058668,360,0.64,64%,65%,19015,232
2396,-116.196351,43.621477,164,0.67,66%,68%,16001,110
2397,-73.459799,41.384355,56,0.24,22%,25%,9001,13
2398,-73.080527,41.197485,120,0.59,58%,60%,9009,71
2399,-76.992089,38.835224,105,0,0%,0%,11001,0
2400,-87.768989,38.415769,170,0.21,21%,22%,17185,37
2401,-88.543946,39.122446,205,0.48,47%,49%,17049,99
2402,-85.660023,40.562149,180,0.67,66%,68%,18053,121
2403,-82.472277,28.010585,386,0.47,46%,48%,12057,181
2404,-80.213227,25.861567,334,0.09,8%,9%,12086,29
2405,-77.983935,35.390953,651,0.65,65%,66%,37191,424
2406,-77.794928,35.939097,961,0.62,62%,63%,37065,600
2407,-82.077818,39.812163,218,0.44,43%,45%,39127,95
2408,-97.527385,35.481427,241,0.75,74%,76%,40109,180
2409,-96.633621,28.615077,181,0.12,11%,13%,48057,22
2410,-102.892801,31.591181,185,0.31,30%,32%,48475,57
2411,-81.492017,31.157613,393,0.63,62%,63%,13127,247
2412,-112.19172,35.246028,83,0.44,43%,46%,4005,37
2413,-92.272716,34.724421,39,0.6,58%,62%,5119,23
2414,-90.504126,35.672561,729,0.59,58%,59%,5111,427
2415,-90.345936,35.886225,88,0.3,28%,31%,5031,26
2416,-91.18289,30.531519,547,0.64,64%,65%,22033,352
2417,-71.022807,42.243068,51,0.17,15%,18%,25021,9
2418,-84.372694,33.793569,62,0.7,69%,71%,13121,43
2418,-84.372694,33.793569,62,0.7,69%,71%,13121,43
2420,-77.107032,38.831678,402,0.43,43%,44%,51510,175
2421,-76.280777,36.828899,95,0.74,73%,75%,51710,71
2422,-84.290134,30.485737,434,0.68,68%,69%,12073,297
2423,-81.720465,28.050031,374,0.52,52%,53%,12105,196
2424,-122.387707,37.737622,0,0,0%,0%,6075,0
2425,-89.331042,42.013234,190,0.44,43%,45%,17141,84
2426,-85.114739,41.018032,284,0.54,53%,55%,18003,154
2427,-87.314738,41.581162,683,0.75,75%,76%,18089,514
2428,-93.512924,31.8133,282,0.6,60%,61%,22085,170
2429,-93.983088,32.863979,142,0.37,36%,38%,22017,52
2430,-87.943025,43.050673,69,0.56,54%,58%,55079,39
2431,-91.244144,43.838284,386,0.51,50%,51%,55063,195
2432,-85.505356,30.968326,116,0.46,44%,47%,12063,53
2433,-90.09501,29.951925,146,0.58,57%,60%,22071,85
2434,-90.031618,29.985873,259,0.72,71%,72%,22071,185
2435,-95.67793,39.044209,117,0.75,74%,76%,20177,87
2436,-101.048185,39.389881,179,0.28,27%,29%,20193,49
2437,-98.763931,38.362276,92,0.71,70%,72%,20009,65
2438,-97.669795,38.576272,100,0.16,15%,17%,20113,16
2439,-91.149655,30.16769,333,0.6,59%,60%,22047,199
2440,-71.09213,42.328098,62,0.17,16%,18%,25025,10
2441,-72.929061,41.319319,96,0.2,19%,21%,9009,19
2442,-72.93013,41.315771,88,0.06,6%,7%,9009,6
2443,-78.885864,35.987933,125,0.51,49%,52%,37063,63
2444,-97.294399,29.091665,350,0.29,28%,29%,48123,101
2445,-99.101565,28.890425,193,0.13,12%,14%,48163,25
2446,-95.22262,33.190239,116,0.51,50%,53%,48159,60
2447,-95.424765,30.714605,248,0.44,43%,45%,48471,110
2448,-73.953096,40.804533,263,0.08,8%,9%,36061,21
2449,-90.034315,35.119532,92,0.02,1%,2%,47157,2
2450,-90.027094,35.130442,134,0.51,49%,52%,47157,68
2451,-83.91154,35.939633,1097,0.72,72%,73%,47093,795
2452,-86.798005,36.179738,1267,0.66,66%,66%,47037,835
2453,-89.271651,35.590927,331,0.57,56%,58%,47075,188
2454,-90.759161,39.987341,92,0.6,58%,61%,17009,55
2455,-93.048584,32.542859,53,0.47,45%,49%,22013,25
2456,-81.987666,34.904377,0,0,0%,0%,45083,0
2457,-86.326594,44.248705,175,0.56,55%,57%,26101,98
2458,-71.153495,42.343657,81,0.24,23%,25%,25025,19
2459,-71.092257,42.372737,337,0.15,14%,16%,25017,50
2460,-82.565263,27.48686,156,0.27,26%,28%,12081,43
2461,-82.138467,29.182483,439,0.58,57%,58%,12083,253
2462,-81.850978,26.633584,534,0.53,52%,53%,12071,282
2463,-81.881984,26.578422,359,0.49,48%,50%,12071,175
2464,-79.427448,36.574541,0,0,0%,0%,51590,0
2465,-79.912999,37.252355,451,0.7,70%,71%,51770,317
2466,-66.604227,18.013681,1329,0.26,26%,26%,72113,346
2467,-80.231944,25.841423,357,0.51,50%,51%,12086,181
2468,-80.200621,25.776995,63,0.21,20%,22%,12086,13
2469,-119.166225,34.202687,384,0.03,2%,3%,6111,10
2470,-119.582059,36.10191,324,0.15,14%,15%,6031,48
2471,-87.622904,41.816724,119,0.45,43%,46%,17031,53
2472,-87.658012,41.867212,253,0.46,45%,46%,17031,115
2473,-71.085331,42.289596,945,0.2,19%,20%,25025,187
2474,-83.742082,36.601804,474,0.71,70%,71%,21013,335
2475,-85.257958,37.571094,192,0.76,76%,77%,21155,147
2476,-86.337802,32.353919,835,0.78,77%,78%,1101,649
2477,-85.396166,31.218219,207,0.57,56%,58%,1069,118
2478,-86.567004,34.792541,0,0,0%,0%,1089,0
2479,-88.629506,46.085765,41,0.18,17%,19%,26071,7
2480,-86.113167,42.31685,95,0.54,52%,55%,26159,51
2481,-84.529771,35.338224,209,0.48,47%,49%,47107,100
2482,-88.767279,35.933452,203,0.57,56%,58%,47053,117
2483,-104.978579,39.749542,74,0.38,37%,40%,8031,28
2484,-87.629896,41.853863,117,0.03,2%,3%,17031,3
2485,-87.611478,41.827211,199,0.35,34%,36%,17031,70
2486,-75.528294,39.154662,53,0.59,58%,60%,10001,31
2487,-77.374699,37.233378,422,0.81,81%,82%,51730,343
2488,-91.221107,29.688987,227,0.51,50%,52%,22101,115
2489,-89.345216,30.312019,160,0.61,60%,62%,28045,97
2490,-112.039731,46.583935,797,0.61,61%,61%,30049,486
2491,-77.908053,34.246866,422,0.76,76%,77%,37129,321
2492,-80.436926,25.499656,310,0.34,33%,35%,12086,106
2493,-82.538298,27.354233,705,0.61,61%,62%,12115,432
2494,-74.076463,40.735833,576,0.29,28%,29%,34017,165
2495,-74.060873,40.722546,56,0.04,4%,5%,34017,2
2496,-114.652069,32.721348,578,0.05,5%,5%,4027,30
2497,-122.397151,37.753108,997,0.51,51%,51%,6075,508
2498,-122.407629,37.796647,445,0.11,11%,12%,6075,51
2499,-122.274365,37.808146,99,0,0%,1%,6001,0
2500,-118.263694,33.956662,889,0.22,22%,23%,6037,199
2501,-122.422782,37.767582,413,0.24,24%,25%,6075,100
2502,-87.807964,41.77643,0,0,0%,0%,17031,0
2503,-91.130096,30.503914,49,0.35,33%,37%,22033,17
2504,-77.014991,38.906725,0,0,0%,0%,11001,0
2505,-75.530781,39.747367,38,0.15,13%,17%,10003,6
2506,-77.601536,40.590002,164,0.44,43%,45%,42087,73
2507,-82.699623,27.79072,271,0.5,49%,51%,12103,136
2508,-80.207897,25.792956,224,0.11,10%,11%,12086,24
2509,-87.232763,30.421088,415,0.64,63%,64%,12033,264
2510,-74.435371,39.364594,483,0.37,36%,37%,34001,177
2511,-74.144064,40.932821,435,0.49,48%,50%,34031,213
2512,-90.939864,44.962618,51,0.23,22%,24%,55017,12
2513,-90.073017,43.800165,60,0.11,10%,12%,55057,7
2514,-81.958199,28.065228,260,0.41,41%,42%,12105,108
2515,-80.823861,28.608334,380,0.56,55%,57%,12009,213
2516,-70.948512,41.650123,552,0.2,19%,20%,25005,108
2517,-71.81642,42.263588,243,0.05,5%,5%,25027,12
2518,-70.981458,42.468866,728,0.21,20%,21%,25009,150
2519,-72.23162,41.717522,455,0.08,7%,8%,9015,35
2520,-73.133568,41.171912,312,0.3,29%,30%,9001,92
2521,-73.061827,41.222836,49,0.46,44%,47%,9009,22
2522,-71.770468,42.306194,1821,0.21,21%,22%,25027,390
2523,-71.817184,42.255757,128,0.34,33%,35%,25027,44
2524,-71.10978,42.420292,77,0.16,15%,17%,25017,12
2525,-83.05806,37.745781,104,0.69,68%,70%,21153,71
2526,-90.079627,29.968485,171,0.59,58%,60%,22071,101
2527,-90.041399,29.93214,0,0,0%,0%,22071,0
2528,-93.774925,32.539186,236,0.62,61%,63%,22017,147
2529,-90.397076,40.804316,54,0.11,9%,12%,17095,6
2530,-88.69188,41.987937,146,0.59,58%,61%,17037,87
2531,-83.649903,32.814977,555,0.6,59%,60%,13021,331
2532,-83.639445,32.845388,867,0.69,69%,70%,13021,600
2533,-81.632338,38.3573,42,0.59,58%,61%,54039,25
2534,-78.986995,39.435071,229,0.6,59%,61%,54057,137
2535,-86.84017,33.509588,751,0.6,60%,61%,1073,452
2536,-86.733998,33.540363,462,0.57,56%,58%,1073,263
2537,-85.258855,45.311444,64,0.31,30%,33%,26029,20
2538,-77.756369,41.325315,167,0.67,66%,68%,42035,112
2539,-81.611468,34.49566,322,0.68,67%,68%,45071,217
2540,-81.019358,34.925696,853,0.55,55%,56%,45091,472
2541,-89.878071,30.793894,180,0.65,64%,66%,22117,117
2542,-85.621085,30.167189,438,0.65,64%,65%,12005,283
2543,-122.325017,47.604663,300,0.43,42%,44%,53033,130
2544,-122.284311,47.536863,481,0.15,15%,16%,53033,73
2545,-122.212647,47.76134,43,0.54,53%,56%,53033,23
2546,-122.339773,47.502318,105,0.3,29%,32%,53033,32
2547,-76.996475,38.878562,379,0.64,64%,65%,11001,244
2548,-75.59475,38.738814,114,0.61,60%,62%,10005,69
2549,-66.028265,18.408782,107,0.12,11%,13%,72127,13
2550,-79.953818,32.78956,1130,0.69,68%,69%,45019,778
2551,-88.08663,41.531046,178,0.62,61%,63%,17197,111
2552,-81.49179,31.159665,576,0.68,68%,69%,13127,393
2553,-84.103638,31.57543,650,0.61,61%,62%,13095,397
2554,-82.024224,33.09012,709,0.65,65%,66%,13033,462
2555,-73.77222,40.596336,1646,0.17,17%,17%,36081,279
2556,-73.943421,40.789603,4482,0.06,6%,7%,36061,291
2557,-82.405737,34.838132,81,0.43,41%,44%,45045,34
2558,-91.995227,30.222766,325,0.67,66%,68%,22055,217
2559,-74.206327,40.691526,292,0.31,30%,32%,34013,91
2560,-96.861558,32.760013,194,0.88,88%,89%,48113,172
2561,-96.788325,32.799243,116,0.59,57%,60%,48113,68
